,Timestamp,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
1115,07/12/2020 22:54:31,34,Male,Munich,Software Engineer,10.0,4.0,Senior,C++,"Python, C/C++",74000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1116,07/12/2020 22:56:55,29,Male,Darmstadt,Data Scientist,5.0,2.0,Middle,Python,"SQL, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1117,07/12/2020 22:56:59,29,Male,Darmstadt,Data Scientist,5.0,2.0,Middle,Python,"SQL, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1120,08/12/2020 01:00:52,24,Male,Munich,DevOps,3.0,1.0,Junior,Go,"Python, SQL, Go",77000.0,30.0,full-time,Unlimited contract,English,1000+,FAANG,No
1121,08/12/2020 01:09:28,35,Male,Frankfurt,Software Engineer,10.0,1.0,Senior,Java,"Python, .NET, Java / Scala, SQL, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1122,08/12/2020 01:45:43,31,Male,Munich,DevOps,6.0,2.0,Middle,NodsJs,"Javascript / Typescript, AWS, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1123,08/12/2020 08:17:39,27,Male,Munich,Software Engineer,2.0,5.0,Junior,Java,Javascript / Typescript,68000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1124,08/12/2020 09:39:06,38,Male,Berlin,Full-Stack Developer,1.0,1.0,Junior,Javascript/Typescript,AWS,45500.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
1125,08/12/2020 09:39:49,34,Male,Munich,DevOps,12.0,2.0,Middle,Java,"Python, SQL, Perl",72000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1126,08/12/2020 10:53:52,35,Male,Darmstadt,Data Scientist,4.0,4.0,Senior,python,"Javascript / Typescript, Java / Scala, Docker",67000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
1127,08/12/2020 11:49:02,35,Male,Duesseldorf,DevOps,17.0,5.0,Senior,Linux,"SQL, AWS, Google Cloud, Azure, Kubernetes, Docker",85000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1128,08/12/2020 13:30:50,36,Male,Berlin,Backend Developer,10.0,3.0,Senior,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker, nomad, QlikSense",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1130,08/12/2020 20:04:49,29,Male,Berlin,DevOps,7.0,3.0,Senior,"Kuberenetes, Openstack","Python, Go, Kubernetes, Docker, Openstack",82000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1131,08/12/2020 20:38:39,35,Male,Berlin,Software Engineer,15.0,4.0,Senior,Java,Kotlin,85000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1134,08/12/2020 21:57:59,25,Female,Cambridge,Frontend Developer,4.0,0.0,Middle,JavaScript/Typescript,Javascript / Typescript,45000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1135,08/12/2020 22:10:37,24,Male,Berlin,ML Engineer,0.8,0.0,Junior,Python,Python,11500.0,24.0,part-time,Temporary contract,English,11-50,Consulting / Agency,No
1136,08/12/2020 23:46:09,34,Male,Cologne,CTO,14.0,2.0,Lead,C#,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",84000.0,21.0,full-time,Unlimited contract,English,11-50,Product,No
1137,09/12/2020 04:46:05,42,Male,Hamburg,Data Scientist,2.0,2.0,Senior,Python ,"Python, SQL, Google Cloud",80000.0,30.0,full-time,Unlimited contract,German,1000+,Old industry,No
1139,09/12/2020 10:32:21,32,Male,Berlin,Mobile Developer,8.0,2.0,Senior,Swift,"Kotlin, Swift, Ruby",75000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1140,09/12/2020 13:37:29,26,Female,Berlin,Mobile Developer,8.0,3.0,Middle,c++,"C/C++, SAP / ABAP",40000.0,36.0,freelancer,Temporary contract,German,101-1000,Product,No
1141,09/12/2020 21:12:22,35,Male,Munich,Software Engineer,15.0,5.0,Head,SQL,"Python, AWS, Kubernetes, Docker",100000.0,30.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
1142,10/12/2020 08:37:41,43,Male,Munich,Product Manager,18.0,9.0,Lead,.NET,Kotlin,115000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
1143,10/12/2020 14:44:21,41,Male,Munich,Software Engineer,15.0,15.0,Senior,Kotlin,"Python, Java / Scala, SQL, AWS",99000.0,39.0,full-time,Unlimited contract,German,1000+,Product,No
1144,11/12/2020 08:39:23,33,Male,Berlin,Backend Developer,8.0,6.0,Lead,NodeJS,"Python, Javascript / Typescript, SQL, AWS, Azure, Kubernetes, Docker",90000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
1145,11/12/2020 09:20:06,44,Male,Berlin,QA Lead,15.0,5.0,Lead,"JS, Java",Docker,72000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
1146,11/12/2020 16:25:59,28,Male,Berlin,ML Engineer,5.0,3.0,Middle,"Python, Pytorch","Python, AWS, Google Cloud, Docker",54000.0,27.0,full-time,Unlimited contract,English,up to 10,Startup,No
1147,11/12/2020 22:00:36,34,Female,Berlin,Designer (UI/UX),10.0,6.0,Senior,"PS, Sketch, React, CSS3",Javascript / Typescript,45000.0,30.0,full-time,Unlimited contract,German,up to 10,Product,No
1150,12/12/2020 14:51:11,28,Male,Brussels,Robotics Engineer,3.0,0.0,Middle,C++,"Python, C/C++, Javascript / Typescript, Docker",45000.0,25.0,full-time,Unlimited contract,English,up to 10,Startup,No
1151,12/12/2020 20:52:06,26,Male,Stockholm,ML Engineer,2.5,0.0,Middle,Python/NLP,"Python, AWS, Google Cloud, Kubernetes, Docker",60000.0,30.0,full-time,Unlimited contract,English,1000+,Product,Yes
1152,12/12/2020 20:55:50,39,Male,Berlin,Software Engineer,15.0,4.0,Lead,Java,"Java / Scala, Google Cloud, Kubernetes",75000.0,24.0,full-time,Unlimited contract,English,51-100,Startup,No
1153,13/12/2020 08:25:33,32,Male,Copenhagen,Data Scientist,6.0,6.0,Senior,Python,"Python, Azure",92000.0,25.0,full-time,Unlimited contract,English,up to 10,Startup,No
1155,13/12/2020 15:03:32,27,Female,Lisbon,Backend Developer,3.0,0.0,Middle,Java,"Java / Scala, SQL",17500.0,22.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1156,13/12/2020 15:20:17,32,Female,Berlin,Software Engineer,2.0,2.0,Middle,Javascript,"Python, Javascript / Typescript, Go",63000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1157,13/12/2020 18:25:45,25,Female,Berlin,Software Engineer,4.0,1.0,Middle,"Scala, Apache Spark","Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",65000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1158,13/12/2020 21:23:15,37,Female,Berlin,Data Scientist,7.0,2.0,Head,Python,"SQL, AWS, Docker, Matlab",75000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
1159,14/12/2020 08:55:24,56,Male,Munich,Software Engineer,30.0,19.0,Lead,c++,"Python, C/C++, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",110000.0,25.0,full-time,Unlimited contract,English,51-100,Product,No
1160,14/12/2020 09:03:54,30,Male,Berlin,Data Scientist,4.5,2.5,Middle,Python,"Python, SQL, AWS, Docker",60000.0,24.0,full-time,Unlimited contract,English,51-100,Startup,No
1163,14/12/2020 15:25:10,27,Male,Munich,QA Engineer,6.0,4.0,Middle,Python,"Python, C/C++, Docker",70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1164,14/12/2020 16:39:33,29,Male,Berlin,Software Engineer,6.0,1.0,Senior,Python,"Javascript / Typescript, Google Cloud, Docker",70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1165,16/12/2020 11:50:12,24,Male,Berlin,Mobile Developer,3.5,0.25,Middle,"Swift, Objective-C",Ruby,70000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1166,16/12/2020 12:02:55,27,Male,Berlin,Data Engineer,0.0,0.0,Junior,Python,"Python, SQL, Azure, Docker",40000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
1168,17/12/2020 10:28:18,40,Male,Berlin,Data Engineer,14.0,0.0,Middle,"BI, DWH, ETL/ELT","Python, SQL, MS SQL Stack, Oracle, Informatica PowerCenter",57000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No
1169,17/12/2020 19:16:46,32,Male,Berlin,Backend Developer,9.0,5.0,Senior,Scala,"Go, Google Cloud",90000.0,34.0,full-time,Unlimited contract,English,101-1000,Product,No
1171,18/12/2020 10:17:16,32,Male,Berlin,Software Engineer,11.0,1.0,Senior,Scala,"Ruby, Java / Scala, AWS, Kubernetes, Docker",72500.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1172,18/12/2020 10:32:56,30,Male,Berlin,Backend Developer,9.0,1.0,Senior,Scala,"Python, Java / Scala",75000.0,27.0,full-time,Unlimited contract,English,1000+,Startup,No
1173,18/12/2020 11:29:23,30,Male,Berlin,Backend Developer,9.0,5.0,Senior,Scala,"Java / Scala, AWS, Kubernetes",85000.0,24.0,full-time,Unlimited contract,English,1000+,Product,No
1174,18/12/2020 12:23:22,36,Male,Stuttgart,Mobile Developer,16.0,4.0,Lead,Java,"Kotlin, Java / Scala, SQL, AWS, Docker",62500.0,32.0,full-time,Unlimited contract,English,51-100,Product,No
1175,18/12/2020 13:14:39,33,Male,Berlin,Software Engineer,7.0,7.0,Senior,C++,Javascript / Typescript,65900.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1176,18/12/2020 15:38:13,33,Male,Berlin,Engineering Manager,15.0,4.0,Lead,Java,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1177,18/12/2020 18:43:35,32,Male,Munich,Software Engineer,13.0,7.0,Middle,Java,"Javascript / Typescript, SQL, AWS, Docker",95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1179,19/12/2020 09:54:24,34,Male,Berlin,Backend Developer,12.0,4.0,Senior,Kotlin,"Go, Rust, Kubernetes",75000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1182,20/12/2020 01:48:34,54,Male,Munich,Software Engineer,25.0,15.0,Middle,Python,"Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",75000.0,29.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1183,20/12/2020 10:31:17,28,Male,Sevilla,DatabEngineer,4.0,0.0,Middle,GCP,"Python, Java / Scala, R, SQL, Google Cloud",30000.0,24.0,full-time,Unlimited contract,Spanish,51-100,Consulting / Agency,No
1184,21/12/2020 13:45:43,28,Female,Berlin,Frontend Developer,5.0,2.0,Senior,javascript,"Google Cloud, Docker",64000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1186,21/12/2020 23:41:56,38,Male,Berlin,Data Scientist,6.0,3.0,Lead,Python,"R, AWS",110000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1187,22/12/2020 11:55:00,33,Male,Berlin,Software Engineer,11.0,5.0,Senior,Scala,"Java / Scala, SQL",107000.0,24.0,full-time,Unlimited contract,English,1000+,Product,No
1188,22/12/2020 13:39:31,36,Male,Berlin,Backend Developer,12.0,0.5,Senior,Python,"SQL, Docker",100000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No
1189,22/12/2020 16:31:16,36,Male,Berlin,Software Engineer,15.0,6.0,Senior,PHP,"Kotlin, AWS, Kubernetes, Docker",70000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
1191,22/12/2020 18:16:48,36,Male,Munich,Software Engineer,15.0,1.0,Senior,PL/SQL,SQL,68000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1192,22/12/2020 18:36:24,35,Female,Munich,Application Consultant,1.5,1.5,Junior,SAP,SAP / ABAP,46000.0,28.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1193,22/12/2020 19:44:13,33,Male,Munich,Frontend Developer,10.0,6.0,Senior,Javascript,"Python, Javascript / Typescript",100000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1194,22/12/2020 23:41:41,33,Male,Stuttgart,Team Lead,12.0,5.0,Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker",70200.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
1195,23/12/2020 17:33:56,31,Male,Berlin,Backend Developer,7.0,2.0,Senior,Go,Go,75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1196,24/12/2020 10:37:30,36,Male,Amsterdam,Mobile Developer,14.0,8.0,Senior,Swift,"Kotlin, Javascript / Typescript, AWS",75000.0,20.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
1197,24/12/2020 14:31:58,31,Male,Berlin,Software Engineer,9.0,5.0,Senior,scala,Java / Scala,85000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
1198,24/12/2020 15:12:35,36,Male,Regensburg,Software Engineer,10.0,10.0,Middle,C#,"Javascript / Typescript, .NET, SQL",66000.0,30.0,full-time,Unlimited contract,German,51-100,Consulting / Agency,No
1199,24/12/2020 20:39:53,37,Male,Munich,DevOps,17.0,1.0,Senior,AWS,"AWS, Azure",90000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1200,24/12/2020 23:11:24,30,Male,Berlin,Consultant,3.0,3.0,Middle,Java,"Python, R, SQL, Kubernetes, Docker",58000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1201,25/12/2020 14:37:26,30,Male,Berlin,Software Engineer,11.0,1.0,Senior,Java / Scala,"Kotlin, Java / Scala, Clojure, Rust, AWS, Kubernetes, Docker",90000.0,29.0,full-time,Unlimited contract,English,1000+,Product,No
1202,25/12/2020 17:03:05,27,Male,Krakow,QA Engineer,5.0,1.0,Senior,java,Python,35000.0,28.0,full-time,Temporary contract,English,101-1000,Product,No
1203,25/12/2020 21:58:38,33,Female,Munich,Software Engineer,10.0,3.0,Senior,Java,SQL,47500.0,25.0,full-time,Unlimited contract,English,11-50,Outsourse,No
1204,26/12/2020 20:00:12,35,Male,Ingolstadt,Backend Developer,10.0,4.0,Lead,Magento,PHP,65000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
1205,27/12/2020 11:52:56,26,Male,Berlin,Backend Developer,5.0,4.0,Middle,Java,AWS,72000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1206,27/12/2020 18:49:07,29,Male,Berlin,Software Engineer,9.0,5.0,Senior,C++,"Python, C/C++, Rust, AWS, Kubernetes, Docker",73000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1207,28/12/2020 11:20:05,31,Male,Berlin,Backend Developer,4.0,2.0,Middle,Ruby on Rails,Javascript / Typescript,50000.0,25.0,full-time,Unlimited contract,English,11-50,Product,No
1209,28/12/2020 22:24:47,24,Female,Munich,Software Engineer,0.0,0.0,student,"Python, database technologies","Python, Java / Scala, SQL, AWS",16320.0,10.0,part-time,Unlimited contract,English,11-50,Startup,No
1210,29/12/2020 18:33:08,36,Male,Berlin,Mobile Developer,10.0,10.0,Middle,Android,Kotlin,68000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1211,29/12/2020 23:57:42,29,Male,Munich,Data Scientist,6.0,5.0,Middle,SQL,Python,70000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1212,30/12/2020 02:23:59,30,Female,Berlin,Frontend Developer,3.0,3.0,Lead,JavaScript ,"AWS, Docker",57600.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1213,30/12/2020 13:18:32,30,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"Javascript / Typescript, SQL, Docker",68000.0,26.0,full-time,Unlimited contract,English,51-100,Product,No
1214,30/12/2020 16:32:25,29,Male,Berlin,Backend Developer,5.0,5.0,Senior,Go,"Go, Google Cloud, Kubernetes, Docker",75000.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
1215,31/12/2020 17:56:25,34,Male,Berlin,Software Engineer,14.0,4.0,Lead,Java,"Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1216,01/01/2021 10:51:57,30,Male,Berlin,Backend Developer,10.0,4.0,Lead,Java,"Python, AWS, Kubernetes, Docker",82000.0,29.0,full-time,Unlimited contract,English,101-1000,Startup,No
1217,01/01/2021 13:40:08,34,Male,Prague,Backend Developer,14.0,0.0,Lead,C#,"Javascript / Typescript, .NET, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1218,02/01/2021 23:17:31,27,Male,Munich,Software Engineer,8.0,4.0,Senior,"C++, C#","C/C++, .NET",52000.0,28.0,full-time,Unlimited contract,English,11-50,Product,No
1219,03/01/2021 02:44:04,26,Male,Munich,Mobile Developer,5.0,1.0,Middle,Kotlin,"Kotlin, Java / Scala",65000.0,24.0,full-time,Unlimited contract,Russian,51-100,Startup,No
1220,04/01/2021 16:41:12,35,Male,Munich,Software Engineer,12.0,5.0,Lead,python,"Javascript / Typescript, SQL, AWS, Docker",100000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
1221,05/01/2021 22:12:30,44,Male,Munich,Software Architekt,20.0,20.0,Head,Java Backend,"Java / Scala, SQL, Docker",95000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,Yes
1222,05/01/2021 22:56:24,34,Male,Ingolstadt ,Software Engineer,3.5,3.5,Junior,C++,"Python, C/C++, Docker",55000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
1224,05/01/2021 23:51:56,31,Male,Munich,Backend Developer,10.0,7.0,Senior,Ruby on Rails,"Python, Kotlin, Ruby, AWS, Docker",85000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No
1225,06/01/2021 21:20:44,24,Male,Berlin,Frontend Developer,5.0,2.0,Senior,TypeScript,Javascript / Typescript,68250.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1226,06/01/2021 21:36:17,27,Male,Munich,Software Engineer,7.0,4.0,Middle,.NET,"Javascript / Typescript, .NET, Azure, Kubernetes, Docker",63000.0,30.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1228,07/01/2021 10:47:40,28,Male,Munich,Software Engineer,7.0,3.0,Middle,Java,"Kotlin, Java / Scala, Go, AWS, Kubernetes, Docker",63000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1229,07/01/2021 14:37:29,25,Male,Berlin,ML Engineer,5.0,0.5,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1230,08/01/2021 00:38:57,35,Male,Karlsruhe,Software Engineer,12.0,7.0,Senior,".Net, Angular","Javascript / Typescript, .NET, SQL, Azure, Docker",75000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1233,08/01/2021 17:23:19,33,Female,Munich,Testmanager,10.0,2.0,Junior,Java,SQL,60000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
1234,10/01/2021 22:31:57,26,Male,Saint-Petersburg,Project Manager,5.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,Python,"Python, .NET, Azure",20000.0,24.0,full-time,Unlimited contract,Russian,1000+,Product,Yes
1235,10/01/2021 22:32:12,26,Male,Saint-Petersburg,Project Manager,5.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Middle,Python,"Python, .NET, Azure",20000.0,24.0,full-time,Unlimited contract,Russian,1000+,Product,Yes
1236,11/01/2021 12:12:34,39,Male,Berlin,QA Engineer,7.0,5.0,Senior,Java,"Kotlin, Google Cloud",76000.0,30.0,full-time,Unlimited contract,English,1000+,Product,Yes
1237,12/01/2021 12:48:23,37,Male,Berlin,Mobile Developer,15.0,5.0,Senior,Android,Kotlin,84700.0,29.0,full-time,Unlimited contract,English,101-1000,Product,No
1238,12/01/2021 22:22:21,27,Male,Frankfurt,Software Engineer,3.0,1.0,Middle,Qlik,SQL,52000.0,27.0,full-time,Unlimited contract,German,11-50,Product,No
1244,16/01/2021 22:23:04,32,Male,Munich,Software Engineer,10.0,5.0,Head,Scala,"Javascript / Typescript, Java / Scala, SQL, Go, AWS, Docker",95000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
1245,17/01/2021 13:22:23,28,Male,Berlin,Frontend Developer,5.0,5.0,Middle,JavaScript,Javascript / Typescript,55000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1247,18/01/2021 11:50:02,34,Male,Zurich,Software Engineer,7.0,2.0,Senior,PHP,PHP,108500.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
1248,18/01/2021 15:05:50,31,Male,Berlin,Backend Developer,9.0,5.0,Senior,Java,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Docker",70000.0,26.0,full-time,Unlimited contract,English,51-100,Product,Yes
1250,18/01/2021 23:20:35,39,Male,Munich,IT Operations Manager,15.0,2.0,Lead,PHP,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, AWS, Docker, Networking, Data Center",110000.0,28.0,full-time,Unlimited contract,English,101-1000,eCommerce,No
